Country Code,Income Group,Country Name,Series Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
GAB,Upper middle income,Gabon,Merchandise imports (current US$),32000000.0,36000000.0,41000000.0,48000000.0,56000000.0,62000000.0,66000000.0,67000000.0,65000000.0,77000000.0,80000000.0,92000000.0,139000000.0,190000000.0,332000000.0,469000000.0,503000000.0,716000000.0,617000000.0,532000000.0,674000000.0,841000000.0,867000000.0,685000000.0,724000000.0,855000000.0,866000000.0,732000000.0,791000000.0,767000000.0,918000000.0,834000000.0,700000000.0,845000000.0,756000000.0,882000000.0,957000000.0,1104000000.0,1103000000.0,841000000.0,950000000.0,1002000000.0,1135000000.0,1206000000.0,1347000000.0,1471000000.0,1725000000.0,2157000000.0,2563000000.0,2501000000.0,2983000000.0,3665000000.0,3629000000.0,3754000000.0,4055000000.0,3171000000.0,3198000000.0,3491000000.0,3816000000.0,3726000000.0,3409000000.0,3444000000.0
GMB,Low income,Gambia The,Merchandise imports (current US$),9000000.0,13000000.0,13000000.0,12000000.0,12000000.0,16000000.0,18000000.0,19000000.0,21000000.0,20000000.0,18000000.0,21000000.0,25000000.0,31000000.0,47000000.0,60000000.0,74000000.0,78000000.0,100000000.0,141000000.0,165000000.0,126000000.0,103000000.0,115000000.0,100000000.0,93000000.0,104000000.0,127000000.0,138000000.0,161000000.0,188000000.0,204000000.0,218000000.0,261000000.0,212000000.0,182000000.0,258000000.0,278000000.0,228000000.0,192000000.0,187000000.0,134000000.0,161000000.0,156000000.0,229000000.0,260000000.0,259000000.0,321000000.0,322000000.0,304000000.0,285000000.0,341000000.0,380000000.0,350000000.0,387000000.0,420000000.0,336000000.0,548000000.0,677000000.0,621000000.0,582000000.0,607000000.0
GEO,Upper middle income,Georgia,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227000000.0,167000000.0,340000000.0,392000000.0,687000000.0,944000000.0,887000000.0,690000000.0,709000000.0,753000000.0,796000000.0,1141000000.0,1846000000.0,2490000000.0,3678000000.0,5215000000.0,6302000000.0,4500000000.0,5257000000.0,7065000000.0,8037000000.0,8023000000.0,8602000000.0,7300000000.0,7342000000.0,8057000000.0,9362000000.0,9519000000.0,8053000000.0,10105000000.0
DEU,High income,Germany,Merchandise imports (current US$),10172000000.0,11011000000.0,12375000000.0,13070000000.0,14710000000.0,17612000000.0,18167000000.0,17546000000.0,20295000000.0,24876000000.0,29947000000.0,34293000000.0,40378000000.0,54891000000.0,69661000000.0,74931000000.0,88421000000.0,101458000000.0,121754000000.0,159646000000.0,188002000000.0,163941000000.0,155323000000.0,152877000000.0,153022000000.0,158488000000.0,190872000000.0,228441000000.0,250467000000.0,269702000000.0,355686000000.0,389908000000.0,408619000000.0,342611000000.0,381388000000.0,463872000000.0,459098000000.0,445731000000.0,471474000000.0,474047000000.0,497197000000.0,486119000000.0,490283000000.0,604612000000.0,715742000000.0,777073000000.0,906684000000.0,1054983000000.0,1185067000000.0,926347000000.0,1054814000000.0,1254869000000.0,1154852000000.0,1181233000000.0,1207193000000.0,1051132000000.0,1055326000000.0,1162907000000.0,1284353000000.0,1233978000000.0,1171782000000.0,1420129000000.0
GHA,Lower middle income,Ghana,Merchandise imports (current US$),363000000.0,400000000.0,333000000.0,365000000.0,340000000.0,448000000.0,352000000.0,307000000.0,308000000.0,347000000.0,411000000.0,430000000.0,291000000.0,452000000.0,821000000.0,791000000.0,862000000.0,1038000000.0,1006000000.0,852000000.0,1129000000.0,1106000000.0,705000000.0,1248000000.0,608000000.0,866000000.0,1046000000.0,1156000000.0,905000000.0,1273000000.0,1205000000.0,1055000000.0,2169000000.0,2575000000.0,2108000000.0,1906000000.0,2108000000.0,2326000000.0,2563000000.0,3480000000.0,2973000000.0,3154000000.0,2720000000.0,3210000000.0,4074000000.0,5347000000.0,6754000000.0,8061000000.0,10269000000.0,8046000000.0,10922000000.0,15838000000.0,17763000000.0,17600000000.0,14600000000.0,13465000000.0,12920000000.0,12647000000.0,13134000000.0,13411000000.0,12429000000.0,13629000000.0
GIB,High income,Gibraltar,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830000000.0,,,,,
GRC,High income,Greece,Merchandise imports (current US$),702000000.0,714000000.0,701000000.0,804000000.0,885000000.0,1134000000.0,1223000000.0,1186000000.0,1393000000.0,1594000000.0,1958000000.0,2098000000.0,2348000000.0,3477000000.0,4385000000.0,5357000000.0,6059000000.0,6853000000.0,7829000000.0,9614000000.0,10548000000.0,8810000000.0,10026000000.0,9500000000.0,9435000000.0,10134000000.0,11350000000.0,13168000000.0,12323000000.0,16151000000.0,19777000000.0,21580000000.0,23220000000.0,22013000000.0,21507000000.0,25898000000.0,28238000000.0,26919000000.0,30293000000.0,30529000000.0,33480000000.0,33019000000.0,31570000000.0,44852000000.0,52760000000.0,57729000000.0,67296000000.0,84853000000.0,96617000000.0,74131000000.0,65907000000.0,66705000000.0,61686000000.0,60859000000.0,61983000000.0,46786000000.0,46809000000.0,53495000000.0,63877000000.0,62384000000.0,55898000000.0,75855000000.0
GRL,High income,Greenland,Merchandise imports (current US$),16000000.0,17000000.0,22000000.0,25000000.0,29000000.0,34000000.0,38000000.0,46000000.0,48000000.0,50000000.0,53000000.0,61000000.0,72000000.0,95000000.0,106000000.0,128000000.0,129000000.0,160000000.0,179000000.0,275000000.0,328000000.0,294000000.0,278000000.0,265000000.0,274000000.0,296000000.0,360000000.0,507000000.0,519000000.0,399000000.0,445000000.0,408000000.0,456000000.0,346000000.0,363000000.0,434000000.0,469000000.0,397000000.0,409000000.0,409000000.0,365000000.0,324000000.0,387000000.0,460000000.0,546000000.0,593000000.0,660000000.0,757000000.0,895000000.0,742000000.0,808000000.0,915000000.0,861000000.0,955000000.0,867000000.0,667000000.0,734000000.0,760000000.0,829000000.0,986000000.0,957000000.0,858000000.0
GRD,Upper middle income,Grenada,Merchandise imports (current US$),9000000.0,9000000.0,9000000.0,9000000.0,10000000.0,11000000.0,13000000.0,14000000.0,13000000.0,17000000.0,22000000.0,23000000.0,22000000.0,22000000.0,18000000.0,24000000.0,25000000.0,32000000.0,36000000.0,44000000.0,50000000.0,54000000.0,56000000.0,57000000.0,56000000.0,69000000.0,84000000.0,89000000.0,92000000.0,99000000.0,105000000.0,121000000.0,107000000.0,118000000.0,119000000.0,124000000.0,152000000.0,173000000.0,200000000.0,202000000.0,239000000.0,212000000.0,199000000.0,254000000.0,233000000.0,328000000.0,299000000.0,365000000.0,363000000.0,282000000.0,318000000.0,336000000.0,341000000.0,368000000.0,340000000.0,372000000.0,351000000.0,420000000.0,467000000.0,475000000.0,393000000.0,450000000.0
GUM,High income,Guam,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000000.0,640000000.0,680000000.0,1076000000.0,705000000.0,713000000.0,760000000.0,1070000000.0,1050000000.0,595000000.0,809000000.0
GTM,Upper middle income,Guatemala,Merchandise imports (current US$),121000000.0,121000000.0,119000000.0,171000000.0,202000000.0,229000000.0,207000000.0,247000000.0,249000000.0,250000000.0,284000000.0,297000000.0,324000000.0,431000000.0,700000000.0,733000000.0,839000000.0,1053000000.0,1286000000.0,1504000000.0,1598000000.0,1688000000.0,1388000000.0,1126000000.0,1279000000.0,1175000000.0,959000000.0,1447000000.0,1557000000.0,1654000000.0,1649000000.0,1851000000.0,2532000000.0,2599000000.0,2781000000.0,3293000000.0,3146000000.0,3852000000.0,4651000000.0,4560000000.0,5171000000.0,5607000000.0,7659000000.0,8127000000.0,9475000000.0,10499000000.0,11915000000.0,13576000000.0,14547000000.0,11531000000.0,13838000000.0,16613000000.0,16994000000.0,17518000000.0,18282000000.0,17640000000.0,17000000000.0,18388000000.0,19699000000.0,19882000000.0,18205000000.0,26607000000.0
GIN,Low income,Guinea,Merchandise imports (current US$),50000000.0,73000000.0,66000000.0,46000000.0,49000000.0,53000000.0,70000000.0,53000000.0,50000000.0,65000000.0,78000000.0,80000000.0,107000000.0,185000000.0,160000000.0,216000000.0,283000000.0,247000000.0,272000000.0,253000000.0,360000000.0,351000000.0,296000000.0,267000000.0,438000000.0,448000000.0,451000000.0,468000000.0,605000000.0,589000000.0,723000000.0,735000000.0,740000000.0,730000000.0,706000000.0,819000000.0,648000000.0,620000000.0,537000000.0,556000000.0,612000000.0,601000000.0,667000000.0,640000000.0,780000000.0,820000000.0,956000000.0,1218000000.0,1366000000.0,1060000000.0,1405000000.0,2106000000.0,2254000000.0,1869000000.0,2372000000.0,2192000000.0,4429000000.0,3484000000.0,3386000000.0,3470000000.0,3727000000.0,4094000000.0
GNB,Low income,Guinea-Bissau,Merchandise imports (current US$),11000000.0,10000000.0,12000000.0,14000000.0,15000000.0,15000000.0,15000000.0,16000000.0,18000000.0,23000000.0,27000000.0,31000000.0,32000000.0,44000000.0,43000000.0,38000000.0,37000000.0,37000000.0,49000000.0,61000000.0,55000000.0,50000000.0,50000000.0,55000000.0,48000000.0,60000000.0,60000000.0,70000000.0,66000000.0,69000000.0,86000000.0,76000000.0,96000000.0,61000000.0,164000000.0,133000000.0,87000000.0,89000000.0,63000000.0,51000000.0,59000000.0,62000000.0,59000000.0,65000000.0,83000000.0,106000000.0,127000000.0,168000000.0,199000000.0,202000000.0,196000000.0,240000000.0,182000000.0,183000000.0,214000000.0,207000000.0,230000000.0,291000000.0,284000000.0,335000000.0,299000000.0,355000000.0
GUY,Upper middle income,Guyana,Merchandise imports (current US$),86000000.0,86000000.0,74000000.0,69000000.0,87000000.0,104000000.0,118000000.0,130000000.0,110000000.0,118000000.0,134000000.0,135000000.0,143000000.0,177000000.0,255000000.0,344000000.0,364000000.0,314000000.0,279000000.0,318000000.0,365000000.0,438000000.0,283000000.0,231000000.0,213000000.0,226000000.0,241000000.0,265000000.0,216000000.0,258000000.0,311000000.0,307000000.0,442000000.0,484000000.0,506000000.0,527000000.0,597000000.0,630000000.0,540000000.0,480000000.0,573000000.0,584000000.0,563000000.0,576000000.0,651000000.0,788000000.0,889000000.0,1059000000.0,1312000000.0,1161000000.0,1397000000.0,1771000000.0,1997000000.0,1875000000.0,1791000000.0,1492000000.0,1448000000.0,1644000000.0,2410000000.0,4040000000.0,2250000000.0,4376000000.0
HTI,Lower middle income,Haiti,Merchandise imports (current US$),40000000.0,33000000.0,37000000.0,39000000.0,41000000.0,34000000.0,38000000.0,36000000.0,38000000.0,39000000.0,55000000.0,60000000.0,69000000.0,83000000.0,125000000.0,149000000.0,207000000.0,213000000.0,233000000.0,272000000.0,375000000.0,461000000.0,387000000.0,441000000.0,450000000.0,442000000.0,360000000.0,399000000.0,344000000.0,291000000.0,332000000.0,400000000.0,278000000.0,355000000.0,251000000.0,653000000.0,665000000.0,648000000.0,797000000.0,1025000000.0,1036000000.0,1013000000.0,1130000000.0,1188000000.0,1306000000.0,1454000000.0,1619000000.0,1682000000.0,2315000000.0,2124000000.0,3146000000.0,3020000000.0,3170000000.0,3580000000.0,3734000000.0,3683000000.0,3423000000.0,3890000000.0,4822000000.0,4513000000.0,2971000000.0,3232000000.0
HND,Lower middle income,Honduras,Merchandise imports (current US$),72000000.0,72000000.0,80000000.0,95000000.0,102000000.0,122000000.0,149000000.0,165000000.0,186000000.0,184000000.0,221000000.0,194000000.0,193000000.0,262000000.0,382000000.0,400000000.0,456000000.0,575000000.0,693000000.0,826000000.0,1009000000.0,949000000.0,701000000.0,803000000.0,893000000.0,888000000.0,875000000.0,827000000.0,940000000.0,969000000.0,938000000.0,985000000.0,1120000000.0,1404000000.0,1635000000.0,1879000000.0,2145000000.0,2631000000.0,3233000000.0,3530000000.0,3988000000.0,4152000000.0,4382000000.0,4774000000.0,5827000000.0,6545000000.0,7303000000.0,8888000000.0,10453000000.0,7372000000.0,8907000000.0,11126000000.0,11371000000.0,10953000000.0,11051000000.0,11175000000.0,10559000000.0,11409000000.0,12462000000.0,12149000000.0,10241000000.0,15040000000.0
HKG,High income,Hong Kong SAR China,Merchandise imports (current US$),1026000000.0,1045000000.0,1165000000.0,1297000000.0,1496000000.0,1569000000.0,1767000000.0,1818000000.0,2058000000.0,2458000000.0,2905000000.0,3391000000.0,3856000000.0,5655000000.0,6778000000.0,6766000000.0,8838000000.0,10446000000.0,13394000000.0,17127000000.0,22994000000.0,26136000000.0,24867000000.0,24409000000.0,30444000000.0,31195000000.0,35942000000.0,50691000000.0,70325000000.0,77662000000.0,84725000000.0,103883000000.0,127340000000.0,141308000000.0,165878000000.0,196072000000.0,201284000000.0,213297000000.0,186759000000.0,180711000000.0,214042000000.0,202008000000.0,207969000000.0,233249000000.0,272893000000.0,300160000000.0,335754000000.0,370132000000.0,392962000000.0,352241000000.0,441369000000.0,510855000000.0,553486000000.0,622277000000.0,600765000000.0,558770000000.0,546520000000.0,588913000000.0,626616000000.0,577834000000.0,569769000000.0,712358000000.0
HUN,High income,Hungary,Merchandise imports (current US$),976000000.0,1026000000.0,1149000000.0,1306000000.0,1495000000.0,1521000000.0,1566000000.0,1776000000.0,1803000000.0,1928000000.0,2506000000.0,2990000000.0,3154000000.0,3919000000.0,5576000000.0,7176000000.0,5529000000.0,6522000000.0,7990000000.0,8682000000.0,9190000000.0,9160000000.0,8870000000.0,8555000000.0,8130000000.0,8185000000.0,9595000000.0,9860000000.0,9370000000.0,8865000000.0,10340000000.0,11370000000.0,11080000000.0,12530000000.0,14555000000.0,15465000000.0,18145000000.0,21235000000.0,25705000000.0,28015000000.0,32172000000.0,33617000000.0,37755000000.0,47808000000.0,60538000000.0,66552000000.0,78262000000.0,95565000000.0,108940000000.0,77761000000.0,88178000000.0,102440000000.0,95176000000.0,100111000000.0,104897000000.0,91973000000.0,93880000000.0,107519000000.0,120741000000.0,120590000000.0,116020000000.0,141973000000.0
ISL,High income,Iceland,Merchandise imports (current US$),97000000.0,81000000.0,89000000.0,110000000.0,131000000.0,137000000.0,159000000.0,162000000.0,134000000.0,123000000.0,157000000.0,210000000.0,231000000.0,359000000.0,518000000.0,484000000.0,467000000.0,605000000.0,675000000.0,815000000.0,999000000.0,1024000000.0,944000000.0,818000000.0,841000000.0,905000000.0,1119000000.0,1590000000.0,1597000000.0,1401000000.0,1680000000.0,1760000000.0,1684000000.0,1341000000.0,1472000000.0,1758000000.0,2042000000.0,2018000000.0,2482000000.0,2516000000.0,2589000000.0,2269000000.0,2275000000.0,2827000000.0,3643000000.0,4979000000.0,6137000000.0,6738000000.0,6205000000.0,3604000000.0,3920000000.0,4841000000.0,4772000000.0,5020000000.0,5375000000.0,5299000000.0,5670000000.0,6965000000.0,7679000000.0,6567000000.0,5697000000.0,7817000000.0
IND,Lower middle income,India,Merchandise imports (current US$),2303000000.0,2286000000.0,2362000000.0,2477000000.0,2876000000.0,2838000000.0,3440000000.0,2773000000.0,2570000000.0,2212000000.0,2124000000.0,2424000000.0,2223000000.0,3211000000.0,5136000000.0,6381000000.0,5665000000.0,6647000000.0,7865000000.0,9827000000.0,14864000000.0,15418000000.0,14786000000.0,14061000000.0,15272000000.0,15928000000.0,15421000000.0,16675000000.0,19102000000.0,20549000000.0,23580000000.0,20448000000.0,23579000000.0,22788000000.0,26843000000.0,34707000000.0,37942000000.0,41432000000.0,42980000000.0,46979000000.0,51523000000.0,50392000000.0,56517000000.0,72558000000.0,99775000000.0,142870000000.0,178410000000.0,229370000000.0,321032000000.0,257202000000.0,350233000000.0,464462000000.0,489694000000.0,465397000000.0,462910000000.0,394131000000.0,361649000000.0,449925000000.0,514464000000.0,486059000000.0,373202000000.0,572909000000.0
IDN,Lower middle income,Indonesia,Merchandise imports (current US$),574000000.0,794000000.0,647000000.0,521000000.0,680000000.0,695000000.0,527000000.0,649000000.0,716000000.0,781000000.0,1002000000.0,1103000000.0,1562000000.0,2729000000.0,3842000000.0,4770000000.0,5673000000.0,6230000000.0,6690000000.0,7202000000.0,10834000000.0,13272000000.0,16859000000.0,16352000000.0,13882000000.0,10262000000.0,10718000000.0,12891000000.0,13249000000.0,16444000000.0,21837000000.0,25869000000.0,27280000000.0,28328000000.0,31983000000.0,40630000000.0,42929000000.0,51304000000.0,35280000000.0,33321000000.0,43595000000.0,37534000000.0,38340000000.0,42196000000.0,54877000000.0,75725000000.0,80650000000.0,93101000000.0,127538000000.0,93786000000.0,135663000000.0,177436000000.0,191691000000.0,186629000000.0,178179000000.0,142695000000.0,135653000000.0,156925000000.0,188708000000.0,171276000000.0,141622000000.0,196041000000.0
IRN,Lower middle income,Iran Islamic Rep.,Merchandise imports (current US$),560000000.0,605000000.0,531000000.0,524000000.0,673000000.0,859000000.0,931000000.0,1119000000.0,1384000000.0,1527000000.0,1662000000.0,1873000000.0,2409000000.0,3393000000.0,5433000000.0,10343000000.0,12894000000.0,14070000000.0,13550000000.0,9738000000.0,12246000000.0,14693000000.0,11955000000.0,18320000000.0,15370000000.0,11635000000.0,10521000000.0,9570000000.0,9454000000.0,14794000000.0,20322000000.0,27927000000.0,25860000000.0,21427000000.0,13774000000.0,13882000000.0,16274000000.0,14196000000.0,14323000000.0,13324000000.0,13898000000.0,16709000000.0,20617000000.0,24798000000.0,31976000000.0,40041000000.0,40772000000.0,44942000000.0,57401000000.0,50768000000.0,65404000000.0,61760000000.0,57292000000.0,46571000000.0,55106000000.0,44937000000.0,43080000000.0,49499000000.0,49353000000.0,41828000000.0,38757000000.0,48978000000.0
IRQ,Upper middle income,Iraq,Merchandise imports (current US$),389000000.0,408000000.0,361000000.0,319000000.0,413000000.0,455000000.0,493000000.0,424000000.0,404000000.0,440000000.0,509000000.0,701000000.0,705000000.0,894000000.0,2370000000.0,4215000000.0,3897000000.0,3899000000.0,4213000000.0,7179000000.0,13942000000.0,20735000000.0,21534000000.0,12166000000.0,11078000000.0,10556000000.0,10190000000.0,7415000000.0,10268000000.0,9899000000.0,6526000000.0,423000000.0,603000000.0,533000000.0,499000000.0,665000000.0,3532000000.0,4419000000.0,5983000000.0,10917000000.0,13210000000.0,13120000000.0,9817000000.0,9934000000.0,21302000000.0,23532000000.0,20892000000.0,21516000000.0,33000000000.0,38437000000.0,43915000000.0,47803000000.0,59006000000.0,65104000000.0,59990000000.0,58517000000.0,44116000000.0,48506000000.0,56876000000.0,72283000000.0,54725000000.0,66217000000.0
IRL,High income,Ireland,Merchandise imports (current US$),634000000.0,732000000.0,766000000.0,858000000.0,974000000.0,1041000000.0,1043000000.0,1086000000.0,1175000000.0,1416000000.0,1621000000.0,1837000000.0,2102000000.0,2789000000.0,3814000000.0,3778000000.0,4200000000.0,5396000000.0,7121000000.0,9884000000.0,11153000000.0,10608000000.0,9702000000.0,9159000000.0,9675000000.0,10020000000.0,11621000000.0,13642000000.0,15567000000.0,17420000000.0,20669000000.0,20771000000.0,22477000000.0,21161000000.0,25612000000.0,32340000000.0,34320000000.0,37748000000.0,43191000000.0,46769000000.0,51041000000.0,50556000000.0,52399000000.0,53886000000.0,61814000000.0,68565000000.0,73118000000.0,83822000000.0,83965000000.0,62704000000.0,60276000000.0,66606000000.0,62769000000.0,72134000000.0,82016000000.0,76977000000.0,81185000000.0,93198000000.0,107669000000.0,101104000000.0,99823000000.0,119496000000.0
IMN,High income,Isle of Man,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,High income,Israel,Merchandise imports (current US$),496000000.0,580000000.0,635000000.0,674000000.0,839000000.0,838000000.0,833000000.0,774000000.0,1307000000.0,1653000000.0,2079000000.0,2363000000.0,2473000000.0,4240000000.0,5437000000.0,5997000000.0,5669000000.0,5787000000.0,7415000000.0,8576000000.0,9784000000.0,10235000000.0,9655000000.0,9574000000.0,9819000000.0,9875000000.0,10806000000.0,14348000000.0,15018000000.0,14347000000.0,16794000000.0,18658000000.0,20253000000.0,22624000000.0,25237000000.0,29579000000.0,31620000000.0,30782000000.0,29342000000.0,33166000000.0,37686000000.0,35449000000.0,35517000000.0,36303000000.0,42864000000.0,44944000000.0,47318000000.0,56105000000.0,64531000000.0,46928000000.0,58705000000.0,72747000000.0,72270000000.0,71102000000.0,71480000000.0,62065000000.0,65812000000.0,69127000000.0,76598000000.0,76591000000.0,69260000000.0,92155000000.0
ITA,High income,Italy,Merchandise imports (current US$),4734000000.0,5221000000.0,6069000000.0,7589000000.0,7254000000.0,7378000000.0,8590000000.0,9829000000.0,10285000000.0,12470000000.0,14974000000.0,15969000000.0,19319000000.0,27798000000.0,41089000000.0,38526000000.0,43905000000.0,48092000000.0,56496000000.0,77895000000.0,100741000000.0,94261000000.0,87332000000.0,79808000000.0,85162000000.0,87692000000.0,99376000000.0,125661000000.0,138551000000.0,153011000000.0,181968000000.0,182679000000.0,188451000000.0,148095000000.0,169166000000.0,205990000000.0,208263000000.0,210132000000.0,218465000000.0,220637000000.0,238757000000.0,236220000000.0,247015000000.0,297519000000.0,355301000000.0,384790000000.0,442555000000.0,511662000000.0,561919000000.0,415105000000.0,487049000000.0,558787000000.0,488600000000.0,479447000000.0,474394000000.0,410919000000.0,406788000000.0,453122000000.0,503240000000.0,475006000000.0,426867000000.0,557524000000.0
JAM,Upper middle income,Jamaica,Merchandise imports (current US$),217000000.0,211000000.0,223000000.0,226000000.0,289000000.0,289000000.0,327000000.0,349000000.0,384000000.0,436000000.0,525000000.0,552000000.0,638000000.0,677000000.0,936000000.0,1124000000.0,913000000.0,860000000.0,904000000.0,993000000.0,1171000000.0,1473000000.0,1381000000.0,1494000000.0,1146000000.0,1111000000.0,972000000.0,1238000000.0,1454000000.0,1852000000.0,1928000000.0,1736000000.0,1676000000.0,2132000000.0,2224000000.0,2818000000.0,2965000000.0,3131000000.0,3035000000.0,2899000000.0,3301000000.0,3360000000.0,3533000000.0,3639000000.0,3940000000.0,4739000000.0,5650000000.0,6893000000.0,8465000000.0,5064000000.0,5225000000.0,6439000000.0,6331000000.0,6216000000.0,5840000000.0,4993000000.0,4767000000.0,5818000000.0,6171000000.0,6389000000.0,4698000000.0,5976000000.0
JPN,High income,Japan,Merchandise imports (current US$),4491000000.0,5810000000.0,5636000000.0,6736000000.0,7938000000.0,8169000000.0,9523000000.0,11663000000.0,12988000000.0,15023000000.0,18881000000.0,19712000000.0,23863000000.0,38389000000.0,61948000000.0,57860000000.0,64895000000.0,71340000000.0,79922000000.0,109831000000.0,141296000000.0,142866000000.0,131499000000.0,126437000000.0,136176000000.0,130488000000.0,127553000000.0,151033000000.0,187378000000.0,209715000000.0,235368000000.0,236999000000.0,233246000000.0,241624000000.0,275235000000.0,335882000000.0,349152000000.0,338754000000.0,280484000000.0,309995000000.0,379511000000.0,349089000000.0,337194000000.0,382930000000.0,454542000000.0,515866000000.0,579064000000.0,622243000000.0,762534000000.0,551981000000.0,694059000000.0,855380000000.0,885843000000.0,833166000000.0,812208000000.0,648117000000.0,607728000000.0,672096000000.0,748488000000.0,720957000000.0,635460000000.0,768976000000.0
JOR,Upper middle income,Jordan,Merchandise imports (current US$),120000000.0,117000000.0,128000000.0,143000000.0,150000000.0,157000000.0,191000000.0,154000000.0,159000000.0,190000000.0,184000000.0,215000000.0,274000000.0,330000000.0,488000000.0,732000000.0,1006000000.0,1381000000.0,1504000000.0,1963000000.0,2402000000.0,3165000000.0,3240000000.0,3036000000.0,2784000000.0,2733000000.0,2432000000.0,2710000000.0,2732000000.0,2126000000.0,2600000000.0,2508000000.0,3255000000.0,3539000000.0,3381000000.0,3697000000.0,4293000000.0,4102000000.0,3828000000.0,3717000000.0,4597000000.0,4871000000.0,5076000000.0,5743000000.0,8179000000.0,10498000000.0,11548000000.0,13681000000.0,16995000000.0,14236000000.0,15564000000.0,18930000000.0,20752000000.0,21549000000.0,22930000000.0,20475000000.0,19324000000.0,20498000000.0,20310000000.0,19170000000.0,17233000000.0,21613000000.0
KAZ,Upper middle income,Kazakhstan,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3967000000.0,3887000000.0,3561000000.0,3807000000.0,4241000000.0,4301000000.0,4314000000.0,3655000000.0,5040000000.0,6446000000.0,6584000000.0,8409000000.0,12781000000.0,17353000000.0,23677000000.0,32756000000.0,37889000000.0,28409000000.0,31107000000.0,36906000000.0,46358000000.0,48806000000.0,41296000000.0,30568000000.0,24995000000.0,29266000000.0,32534000000.0,37757000000.0,37222000000.0,41171000000.0
KEN,Lower middle income,Kenya,Merchandise imports (current US$),196000000.0,193000000.0,195000000.0,232000000.0,246000000.0,282000000.0,346000000.0,337000000.0,356000000.0,361000000.0,442000000.0,560000000.0,535000000.0,619000000.0,1026000000.0,945000000.0,969000000.0,1289000000.0,1711000000.0,1636000000.0,2125000000.0,1939000000.0,1644000000.0,1334000000.0,1469000000.0,1436000000.0,1613000000.0,1738000000.0,1988000000.0,2174000000.0,2223000000.0,1935000000.0,1841000000.0,1774000000.0,2091000000.0,2991000000.0,2949000000.0,3279000000.0,3197000000.0,2832000000.0,3105000000.0,3192000000.0,3245000000.0,3725000000.0,4553000000.0,5846000000.0,7233000000.0,8989000000.0,11128000000.0,10202000000.0,12093000000.0,14782000000.0,16290000000.0,16358000000.0,18396000000.0,16093000000.0,14107000000.0,16687000000.0,17378000000.0,17655000000.0,15435000000.0,19559000000.0
KIR,Lower middle income,Kiribati,Merchandise imports (current US$),3000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,3000000.0,4000000.0,5000000.0,4000000.0,4000000.0,5000000.0,6000000.0,10000000.0,11000000.0,7000000.0,8000000.0,11000000.0,13000000.0,14000000.0,17000000.0,14000000.0,14000000.0,14000000.0,18000000.0,15000000.0,14000000.0,18000000.0,22000000.0,23000000.0,27000000.0,26000000.0,37000000.0,28000000.0,26000000.0,35000000.0,38000000.0,39000000.0,33000000.0,41000000.0,40000000.0,41000000.0,50000000.0,52000000.0,59000000.0,74000000.0,62000000.0,70000000.0,75000000.0,67000000.0,73000000.0,92000000.0,109000000.0,97000000.0,107000000.0,117000000.0,137000000.0,131000000.0,122000000.0,132000000.0,133000000.0,176000000.0
PRK,Low income,Korea Dem. People's Rep.,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,1200000000.0,1500000000.0,1500000000.0,1600000000.0,1700000000.0,1787000000.0,2104000000.0,2260000000.0,2839000000.0,2905000000.0,2930000000.0,2760000000.0,1710000000.0,1640000000.0,1260000000.0,1380000000.0,1320000000.0,1387000000.0,1013000000.0,1177000000.0,1686000000.0,1847000000.0,1894000000.0,2049000000.0,2279000000.0,2718000000.0,2880000000.0,3055000000.0,3580000000.0,3095000000.0,3530000000.0,4370000000.0,4825000000.0,4650000000.0,5585000000.0,4822000000.0,3857000000.0,3781000000.0,2621000000.0,2977000000.0,774000000.0,490000000.0
